Title,Price,Sold,Reviews,Condition,Brand,Type,Control Style,Power Source,Heating System,Color,Voltage,Model,Number of Heat Settings,Features,Mounting Location,Power,UPC,Type 1,Material,MPN,EAN,Energy Efficiency Rating,Tank Capacity,Item Length,Area Covered,BTU Heating Rating,Heating Element Material,EC Range,Annual Fuel Utilization Efficiency (AFUE),Year Manufactured,Item Depth,Heating Element Format,Colour,Energy Efficiency Ratio (EER),Cable Length,Item Width,Operating Sound Rating,Custom Bundle,Energy Rating,Air Direction,Manufacturer Warranty,Item model number,Product Dimensions,Item Weight,Heating Method,Item Dimensions LxWxH,ISBN,Power (W),Unit Quantity,Country/Region of Manufacture,Design,Voltage Supply,Manufacturer Part Number,Shape,Number of Pieces,Towel Rack Length,Modified Item,Mounting,Item Height,Style,Cool Fan Setting,Energy Star,Smart Home Protocol,Location,Timer Control,Smart Home Compatibility,Tonnage,Refrigerant,Batteries Required?,Is Discontinued By Manufacturer,Manufacturer,Package Contents,Prop65_fl,Prop65Warning,Gear,Heating element,Heating Wattage,Rated power,Rated voltage,Weight,Length,Height,Current Rating,Size,Hight,Model Number,Package,Piece Count,Product Type,Country Of Origin,Function3,Function4,Function5,Function6,Function7,Function8,Origin,Power Mode,Volume,Certification,Colors,Function,Function1,Function2,ItemWidth,ItemLength,ItemHeight,Warranty Description,Assembly Required,Material Care Instructions,Included Components,Video of unit turned on,Heater Style,BU Heating Rating,Annual Fuel Utilization Efficiency/ AFUE,Heater Model Number,Heating Element,Product Weight,Room Heater,Application,Area Heated,Electric Heater,Electric Heater Type,Heater for Home,Suitable for,Wholesale,Use,Thermostat,Item name,Number of Speed Settings,Voltage (V),Ceramic Heating Element,Dropshipping,Size with box,Heater,Warmer Blower,Recommended Environment,Power Type,Heat Output,Battery Included,Bundle Description,Battery Size,Depth,Number of Batteries,Battery Capacity,Battery Life,Motor Type,Width,Binding,Studio,Scent,Publisher,ProductTypeName,ProductGroup,PackageQuantity,MaterialType,Label,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Key Word,ProductType,Application:,Power supply:,Heater Plug Type:,Heater Type:,Item Type,Installation,House heaters,Home heater,NumberOfItems,Assembled Product Dimensions (L x W x H),Recommended Location,Assembled Product Weight,PackQty,Dimension(ID*H),Power Tolerance,Product Name,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Product Weight (lb.),Power/Fuel Type,Area Heated (Sq. Ft.),Wattage (watts),Heater Type,Cord Length (in.),Heating Technology Type,Amperage (amps),Room Size,Portable Heater Features,Certifications and Listings,Product Height (in.),Voltage (volts),Package Dimensions,Dimension,Timer,Temperature setting,Idle Speed of Fan,New Title,Mounting & Moving,Compressor Type,Manufacturer Color,Country of Origin,Warranty,PRICE,USE,RETURNS,Returns and Refund,Quality,SHIPPING,Money Back,Ships From,Perfect For,Add To Watchlist,We Dont Accept PO BOX,Product Height (in),Baseboard Heating Type,Product Depth (in),Heat rating (BTU/hour),Color Family,Hydronic,Product Length (in),Vented,Pack Size,Product Width (in),Product Weight (lb),Heating Product Type,Price,USA Seller,Product use,Customer service,Limited time offer,Shipping Exclusions
DESA REDDY KEROSENE HEATER 101897-01 FAN BLADE GENUINE OEM Portable Heater,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Desa,fan blade,,,,,,,,,,,Does not apply,,,101897-01 10189701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZ798 Milk House Utility Heater, Metal Grey - Quantity 1",42.3, ,"['Great little heater with choice of fan only or with heat controlled by a thermostat.  Even has a bottom switch that turns it off if it is bumped over.  But it takes a few hours or days to get the thermostat where you want it.  I would like to see them put in a thermostat with a smaller temperature differential.', ""It's turn off when fall down. it's a good quality and safety in the house. fast delivery, good price.we love it for small room..."", 'Bought this space heater to keep my pipes in my basement from freezing &amp; it’s doing it’s job - it’s compact &amp; easy to place anywhere there is power so as I feel safe knowing it will keep my basement warm - Thanks ', 'I am using it as a heat source for my plant room when the temp drops below freezing and it is perfect. I can adjust the temp as needed.  Good buy.', 'I bought it a few weeks ago and it hasn’t been cold not to use it yet. I used it one night and it worked fine. The quality seems to be very good. I bought it because my buddy has a couple of them his snake room and he’s been very happy with his. ', 'Love this heater. I got it to heat a small back room. In Michigan it gets cold but this small heater has no problem keeping the room nice and warm.The auto-shut off works great, if you try to move it will shut off immediately and restart just as quick.', ""I purchased 💡the heater from my daughter she is 13 she's always complaining about being 🥶 . It works really well . Only problem I have it makes my extension cord too hot  🔥. But I purchased a more better extension cord so everything is fine "", 'An excellent product that was delivered in a timely manner and provides good service!', ""Heater was dented on the corners as if banged up and controls don't work but if want heat it does give heat looks more impressive then it really is advertised as a great deal."", 'It works great in my shop takes the chill out very well! This heater  does a great job!!!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",comfort zone,Portable Heater,"Dial, Switch",Electric,Radiant,Gray,120 V,CZ798,3,"Portable, Thermostat, Carrying Handle, Power Indicator, Indoor/Outdoor, Overheat Protection, Dial Thermostat Control, Automatic Shut-Off, Handle, Adjustable Thermostat",Floor,1500 W,075877125378,,"Plastic, Metal, Steel",CZ798,0075877125378,,,10.5 in,1000 - 1249 sq ft,5120 BTU,,,,2011,10.25 in,,,,,"7.4 in, 7.4in.",,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICOH Kotatsu heater code For intermediate code replacement cord NC-KC302 Japan,41.82,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",NICOH,,,,,Black,,,,,,,4580417230321,,,NC-KC302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compact Electric Heater Fan Air Conditioner Desk/Floor Air Space Heater (US),,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Unit Heater,,Electric,Convection,,110 V,,,,Desk/Tabletop,301-400 W,,,ABS,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20x25x16cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aluminized Electric Band Heater 150W/160W/180W/200W/250W 110V/220V/380V Cylinder,,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Electric Water Heater Parts,Other,Electric,Boiler,,220 V,0070448394,1,Other,Other,150W/160W/180W/200W/250W,,,Aluminized,0070448419,,,Standard,Standard,Other,Other,Other,A - G,Other,,Standard,Other,,Other,,Standard,Other,,,,,,,,,,,,,China,,,,Cylinder,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Extruder, injection molding machine etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42x40/45x30/45x40/45x50/50x30mm,-10% to +5%,Aluminized Band Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeSmart HTFN1283 600w Ceramic Heater,44.80,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LifeSmart,Other Consumer Electronics,,,,,,HTFN1283,,,,,857786002083,,,htfn1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portable Space Heaters for Indoor Use, Electric Heater for Bedroom and Office, C",44.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,Does not apply,,Corded Electric,,Black,,,,,,,711181287943,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8 Pounds,Convection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone CZQTV007BK 1500W Radiant Quartz Heater - Black,44.0,Last item available,"[""This a very cost effective space heater to warm any area during a chilly winter, or - as we had during the early part of the Wisconsin spring - a slightly nippy start to spring. It works to warm a bedroom, normal sized living room (unsure of those with an open plan large setting), or a small area of a basement that you are working in. It has three settings, and has tip-over &amp; overheat protection. I like this product an awful lot, and thus I'll give it 4.5 stars. It does NOT have a remote, but I bought a separate one for that purpose. I am taking a half of a star off because EVEN though it does have tip over protection (meaning it shuts off in that case), it is slightly more easy to tip over than I thought it was. So if you have pets, it might NOT be the BEST idea to use it when they are out playing - NOT so much for safety sake, but to prevent your fur baby from getting injured stepping on it."", 'Works very well and set up takes only a few minutes...', ""This will be my last one. The last one I bought. Lasted one heating season.then quit. Everyone I've ever bought.never makes it through 2 heating season.and I've bought several.over the years. I'm done."", 'I am very happy with this portable heater it works awesome and provides heat to my bedroom, it feels confortable now, thanks so muchGreat Product at a nice PriceTotally Recommended', ""I've bought two of these heaters .Two years in a row . I live in Florida the winters aren't that long . The first one tipped over started making a loud rattling noise .Sent it back to manufacter to repair or replace according to warranty. Never heard from them .Second heater just stopped working I don't  know why .How ever when a pinch and finances are limited .I guess it will have to do .Survivor"", 'Has operated as advertised with one exception. The thermostat doesn’t function properly. It may be a problem with this unit only, difficult to say. This is not a deal breaker for me, only do to the way it’s used. ', 'This is a smaller version and much louder than the one I have ""like"" it, however it works ok, just not as elegantly because the fan even on low is VERY loud.. (great for passive aggressive people...) or loud locations anyway...sounds like a muffled vacuum cleaner.. ', 'Solid heat..Twice the cost of what the CZ550 1500w used to be but has increased to be in just a year &amp; only lasts 1 year or more if used daily during the cold season; so will see how long this model lasts with the same use. ', 'Was used, no just open box as stated.  Works fine but has something melted on the top.', 'I like the safety features and it can fit in just about any room and look nice.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",comfort zone,"Tower Heater, Radiant Quartz Heater","Rotary Knob, Switch, Touch, Analog/Mechanical",Electric,Radiant,Black,12 V,CZQTV007BK,2,"Nonslip Base, Portable, COMFORT ZONE CZQTV007BK 1,500-Watt Radiant Quartz Tower Heater, Thermostat, Automatic Shutoff,Nonslip Base, Heater, Oscillation, Automatic Shutoff, Indoor, Quartz, Adjustable Thermostat","Under Desk, Desk/Tabletop",1500 W,0075877251473,,"Ceramic, Plastic, Metal",CZQTV007BK,,,,23.60 in,Large,5120,,,,,,,,,,13.50 in,,,,,,,,,,,,,,,,,,,,,,,,,,,Infrared,,15 Minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagro HEATER  THERMOSTAT HOLDER THCP-165,40.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Flagro Inc,,,,,,,,,,,,Does not apply,,,"THCP-165,THCP165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flagro Inc,,,,,,,,,,,,,,,THC-175N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DESA INTERNATIONAL SPACE HEATER FUEL TANK CAP/GAUGE- #097663-04 - NEW OEM PART,40.0, , ,,DESA INTERNATIONAL,Torpedo,Rotary Knob,"Electric, Kerosene",Forced Air/Fan,Black,120 V,ASSORTED,,NA,Floor,,,,PLASTIC,097663-04,,,NA,,,NA,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Manual 360-Degree Surround Heater White Model HHF360WWM NEW DMG BOX,42.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Honeywell,,,Electric,,,,HHF360WWM,,,,,092926393601,,,HHF360WWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Heaters 400 to 900W Portable Mini Heaters 24 sq yd 2 Heat Settings OM,44.15,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,See description,See description,See description,See description,,See description,See description,See description,See description,See description,See description,,,See description,Does Not Apply,,,See description,See description,See description,See description,See description,See description,,,See description,See description,,,,See description,See description,,,,,,,,,,,,,,,,,,,,,,,,,See description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See description,See description,Sports & Outdoor,Office Indoor Use,Space Heaters 400 To,S Paceheater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko CT22445 Ceramic Tower Heater with Remote - Black, , ,"['I had gotten this one as a replacement for the same one I had that died and am so pleased it is just as great! It was hard finding this specific one, but luckily I found it for a good price on here. ', 'Just works great and I love it!', 'for a smaller Lasko it really heats up room in no time at all , love this model!', ""Haven't had a chance to use in really cold weather, but it warms our family room adequately without any noise."", 'It heats great and arrived on time', 'Nice product 👌', 'Works well and the price was right, I bought two.', 'Good product ']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Tower Heater,"Remote Control, Digital",Electric,Forced Air/Fan,Black,,Lasko CT22445,3,"Digital Display, Timer","Floor, Desk/Tabletop",1001-1500 W,0046013777775,,Ceramic,,,,,,,,Ceramic,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Electric Heater Automatic Temperature Control Hot Warm Air Space Radiator for  ,40.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Portable Heater,"Analog/Mechanical, Push Button, Switch",Electric,Forced Air/Fan,White,120 V,,2,"Auto Shut-off, Oscillation, Timer","Floor, Wall",500W-800W,,,Ceramic,Does Not Apply,,,,245mm,,,Copper,,,2021,120 mm,Coil,,,,250mm,Low Noice,No,,,None,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelonis Turbo Fan & Heater Heat + Cool Black PSF10M6ASB,41.66,30-day returns, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Pelonis,,,Fan,,Black,,,,,,,750545105677,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ceramic Space Heater 750W 1500W Portable Electric Heater,40.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,Does not apply,,Corded Electric,,Silver,,,,,,,7445033481465,,,,07445033481465,,,,,,,,,,,,,,,,,,,,,PTC-903,7.2 x 6.3 x 9.2 inches,2.95 pounds,"Forced Air, Convection",7.2 x 6.3 x 9.2 inches,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell 360 Degree Surround Heat BLACK Heater Electric 1500W Portable,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Honeywell,Portable Heater,,Electric,,Black,,,,,,,092926493608,,,HHF360VWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelonis 1500W Electric Infrared Quartz Heater - 3 Heat Settings -  NIB. White.,44.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Pelonis Technologies,Radiant Heater,,Electric,Radiant,White,120 V,,3,,Floor,1500W,750545106568,,,PSH20Q3AWW,Does not apply,,,"23.11""",,,,,None,,"8.58""",,,,,"12.99""",,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
