Title,Price,Sold,Reviews,Condition,Style,UPC,Power Source,Color,MPN,Item Length,Smart Home Compatibility,Heating Element Format,Brand,Air Direction,Heating Element Material,Type,Control Style,Heating System,Voltage,Model,Mounting Location,Item Width,Power,Colour,Material,Features,Number of Heat Settings,Smart Home Protocol,Country/Region of Manufacture,Refrigerant,Cable Length,Year Manufactured,Location,Size,Custom Bundle,Unit Quantity,Energy Efficiency Ratio (EER),Manufacturer Warranty,Modified Item,EAN,Item Depth,Tank Capacity,Tonnage,Area Covered,Manufacturer Color,Height,Heating Wattage,Heater Style,Heating Technology,Recommended Environment,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,Package Contents,Normal temperature resistance,Item Height,Product Lot Quantity,Room Coverage Area,Width,BTU Heating Rating,PackQty,Manufacturer Part Number,Current Rating,Type  1,Energy Star,Timer Control,EC Range,Overall Length,Overall Length (In.),Terminals,Sheath Material,NumberOfItems,Restricted States,Weight,Slotted Hole Width,Mounting Dimension,Application,Watts,Max. Sheath Temp.,Screw Size,Length,Mounting Type,Watt Density,Phase,Slotted Hole Length,Manufacturer,New Title,Item Weight,Prop65_fl,Prop65Warning,Power Type,ISBN,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Recommended Location,Item model number,Warranty Description,Product Dimensions,Country of Origin,Batteries Required?,Heating Method,Item Dimensions LxWxH,Import Designation,Is Discontinued By Manufacturer,Included Components,Room Size,Indoor/Outdoor,Portable Heater Features,Heater Type,Voltage (volts),Area Heated (Sq Ft),Product Depth (in),Heater Controls,Wattage (watts),Color Family,Power/Fuel Type,Amperage (amps),Portable Heater Safety Features,Product Height (in),Cord Length (in),Product Width (in),Certifications and Listings,Product Weight (lb),Assembly Required,Material Care Instructions,Number of Pieces,Warranty - Parts,Warranty - Labor,Noise Level,Model Number,Category,product_height_in,area_heated_sq_ft,product_depth_in,heater_controls,assembled_width_in,assembled_depth_in,room_size,heater_type,assembled_height_in,certifications_and_listings,color_family,portable_heater_safety_features,cord_length_in,indoor_outdoor,number_of_heat_settings,product_width_in,power_fuel_type,portable_heater_features,wattage_watts,amperage_amps,voltage_volts,product_weight_lb,ProductGroup,ProductTypeName,Use,Gift,Offer,Return,Quality,SHIPPING,Ships from,Customer Service,Main Colour,Hight,Power (W),Compressor Type,Number of Cool Speeds,Specification met,Bulb Type,Heating Technology Type,Mount Location,Depth,Heating Product Type,Area Heated (Sq. Ft.),Package Dimensions,Heat Output,ItemWidth,ItemLength,ItemHeight,ASIN,item_width,item_length,Bundle Description,Battery Included,Battery Size,Number of Batteries,Battery Capacity,Battery Life,Motor Type,Finish,Actual Color,Feature,Model No.,Product,SKU,Country of Manufacturer,package_length,Batteries Required,Item Diameter,Finish Types,Made For,Tank Sizes,manufacturer_part_number
"Lasko 755320 Ceramic Space Tower Heater, 8.5″L x 7.25″W x 23″H, Silver",60.0, ,"[""Had one of these for several years to heat an office work space in my home. Did a great job.  Wanted another small heater for another room on another floor so i didn't have to carry the one I had up /down stairs. Decided to get another Lasko  similar to what i had, rather than risk another brand/model. This Lasko is  reliable, heats quickly, has auto off and an oscillation feature. All pluses and it's light weight.  Can't say it's energy efficient. No small electric heaters are. Heater arrived quickly.  Several days before the targeted delivery date. "", ""With the high cost of propane,  I was looking for a way to help cut some cost. I bought two heaters. The other one is already in storage, (does not work nearly as good as this unit). So far our coldest day has only been down in the mid 30's. With this heater, until it dropped that cold, our Propane hed never needed to kick on once. This is a GREAT Little Heater for Full Time RV'ers, or anyone whom wants to cut down there gas/propane heating bill. Were due to start getting colder weather, So I am now looking for a second heater to help the one we have to heat our 33 foot 5th wheel RV. "", 'This heater is quiet, has hi and lo settings.  Unlike some heaters, As far as I can tell, it does not have an automatic shut off when it tips over, which is a nice safety feature. I have had another Lasko heater for several years, and it has been dependable.', 'I now own 3 of these heater and love them. I live in a rural area with propane being my main source of heat, but I installed solar making electric heat cost effective. I run these in rooms we occupy instead of using propane to heat in needed areas. The on-off range of these heaters is about 3-4 degrees. The run very quiet to the point they are quieter than our tower fan that we use in the summer. Great product and now to see how long it will last.', ""This is the second one of these I have purchased.  I purchased the second because I was so impressed with the features and functioning of the first.  It has a remote (I haven't even used), on-off timer up to 8 hours, one direction or variable direction heating and most important, an accurate thermostat control.  I first started using the original purchase to keep my garage above freezing during low temperature cold spells.  That showed me what a great functional heater this was for any area of the house where additional heat is required."", ""I'll know in a month if this unit is truly energy efficient as I've been using it more than my furnace in the evenings.The only complaint I have is the thermostat may not be accurate. I'll set it for auto shut off when it reaches 70 degrees  but it never seems to get past 67 degrees so it keeps running. When I check the temp on my furnace's thermostat it reads 71 degrees so I know it's heating- just not reaching the correct temp internally to auto shut off.It's relatively quiet and heats a large room up in about 30 mins. or less provided all the windows and doors are closed to hold the heat in. My cats still freak out and won't go near it, especially when it oscillates. Funny stuff!"", ""This little heater is great as a heat supplement for a decent size room (and have actually used it to heat multiple rooms at the same time). Sturdy, safe, and the remote is quite convenient! The internal thermostat can be a little wonky depending if you're opening or closing a bunch of doors, or if people are walking by it constantly, but it straightens itself out fairly quickly. Happy enough with this product that I bought another one for my office!"", ""It's a great heater no question very good quality but I was under the impression it was a fan/heater but there is no just fan feature on it and I know they are made but not this one 😩 as the description of it let me to believe"", ""I love this heater since you can set the temperature you want, light weight for moving and has a remote control for setting the desired temperature. It's just a great heater for bathroom or bedroom and I love it."", ""It's a LASKO first off, and second it's CERAMIC material which is The best to provide The correct amount of heat when set without overheating The Unit at The same time! Third, It comes with A REMOTE CONTROL!. Forth, The Unit OSCILLATES Back, and Forth to heat entire Area, and has The Usual Digital Display on Top of The Heating Unit. The Oscillation can be Set by The Remote as well. PROS: Great Designed Unit. CONS: NONE That I have Found Yet!""]",,,,,Silver,755320,,,,Lasko,,,Tower Heater,,,,,,,,,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO CSH00179 Strip Heater,23-3/4 In. L,1200 Deg F",60.44, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,0094704935485,,,CSH00179,,,Strip,Tempco,,,Strip Heaters,,,120 V,CSH00179,,,,,Steel,,1,,,,,,,,,,,,,0094704935485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mainstays 1500W Mechanical Oil Filled Electric RadiatorHeater, WSH07O2ABB, Black",62.01, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,810004819306,Oil,Black,WSH0702ABB,,,,Mainstays,,,Fan Heater,,,,WSH0702ABB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 6435 Designer Oscillating Ceramic Heater - Electric - 1500 W - Thermostat,63.69, ,"[""This is the 3rd purchase of the same heater.  1st for one of my sons, 2nd for my boss and 3rd to replace a noisy old heater at my desk.  Not only does it produce heat well but it is also is aesthetically pleasing in an office setting.  Those points combined with many levels of heat to chose from and a remote control feature to boot...perfection!!  Three purchases and each for less than $60...it's a winner!!"", ""The reason I wanted this heater was I needed supplemental heat to my daughters room which is the furthest from the central heating system and surrounded by three ouside walls. Have been using a small oscillating ceramic heater for a couple years, but not thermostat controlled. Love the Lasko, cause it heats room evenly and quickly! Love that it does shut down when it get's up to the right temp. I would reccomend this heater to anyone. You can not however use thermostat control on LO setting. Only on High. Also like the overall appearance of it. Nice product!"", 'It would be great if it would operate in Automatic via the Thermostat on Low. It will not though as it will default to Max and if you set a temperature it reverts back to High mode which blows my Breaker! A nice design with a great oscillation feature. If you can run it on High which draws 12-14 Amps then it will work well for you! Why they disable temperature controlled operation in Low mode is baffling to me! ', 'This heater is a pretty good source of additional warmth where you need it. You may get tired of people asking you what it is though... It will not heat an entire home, but in my 22x28 living room, it does a pretty good job warming things up. Quiet and pretty. The remote works great, (even though it is almost as weird of a shape as the heater).', ""The heater is very dependable , I've had one for 1 year now. I have purchased two additional for other rooms. These units do the job of heating rooms well. They're very fashionable convenient."", 'first off gotta say this heater warms a medium size room very fast..and very wellalso easy to operate. only problem is the heater is very noise. looked over the reviewspeople said very quit very little sound NOT true loud fan and when oscillating is onmakes a verroom verroom sound [ best way to describe it]  gonna need to get out theear plugs gave it four stars for its heating', ""This little heater is great for taking the chill out of the air. My cottage is under 1000 ft, and the kitchen and living room are open to each other and I typically keep the temp at 66-68 24x7. Because of that vast space I originally had my doubts but now that I have used it for a week, it does a great job. It definately raises the temp a few degress which makes a big difference for me. (Don't rely on this heater being your main source of heat but rather as a supplement)."", ""expertbenefitsI haven't had it too long but it fits my purpose. I have central hearing but being an older place that I just got and having colder weather than usual, it just wasn't enough.  I have used it mostly for showers inn one bathroom and have an e-heater in the other one so I am all set. I like that this is portable so that I can move it around. It has a good range of settings, changes quickly. I actually read about it in Consumer Reports and looked on eBay so I got it.  The stand keeps it stable. It kind of cute too!"", 'I like the design of the heater very much and it certainly has enough output to heat what I intended it for.  I also like the features that it offers.  The only thing that I wish it did and it does not do is turn back on when the thermostat goes below what it is set at as well as turn off when it reaches the temperature.  All in all though, it is a good value and I have been pleased with it.', ""Granted it's not more than 1000 square feet, but this pretty little heater sits in the center of my house and keeps the whole house comfortable.  It has a thermostat,  (only 5 degree increments) but still will save me money by shutting off when the room is warm enough.  It has a convenient remote control.  First time I used it I smelled some electrical burning sent.  It only lasted a little while.  Seems fine now.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,0046013762207,Electric,Beige,6435,,,Coil,Lasko,1-Way,Brass,Convection Heater,"Switch, Remote Control, Digital",Convection,120 V,6435,Desk/Tabletop,"8.25in., 8.25 in",,,Ceramic,Timer,2,,,HC-12a,300,2019,,,,,3 or Less,,,,,1 gal or Less (5 L),,,,,1500 W,,,,Less Than 80%,Standard,,,,,,,Less Than 2000 BTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infrared Wall Hung Heating Panel New Year Electric Film Heater 230V 430W UK Plug,47.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Electric,,Does Not Apply,,,,CG HOME,,,Panel,,,230 V,Infrared Heating Panel,,,,,technology based on a carbon thread,,,Infrared,,,,,Bathroom,,,,,,,Does not apply,,,,,,980 mm,,,,,,,,,,,Under 14 m²,570 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far Infrared Wall Hung Heating Panel Fireplace Electric Film Heater 110V 470W,63.0,42 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Electric,Multicolor,Does Not Apply,,,,CG HOME,,,Panel,,,110 V,Infrared Wall Hung Heating Panel,,570 mm,,,technology based on a carbon thread,Portable,,Infrared,,,,,Bathroom,,,,,,,,,,,15 sq ft,,980 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr. Heater 3,800 BTU Little Buddy Portable Radiant Propane Heater",60.0, ,"['Bought this for my weekend get always for camping. Just what I needed to keep my camper van nice and toasty.', 'Love this heater.  I have two of the buddy heaters but I like the size of this one though it doesn’t put out as much heat. ', 'Sturdy, safe, enough heat for small area, i.e. tent, ice shanty, etc.', 'THE BOTTOM REMOVABLE BASE IS NOT BIG ENOUGH', 'Great heater. Can be bought for less at local sporting goods store ', 'A great little heater', 'Provides amazing results in the small space of the car.', 'Great product works perfectly ', 'Great Price! Perfect!', 'Nice and good price']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Propane,Red,F215161,,,,Mr. Heater,,,Portable Heater,,Radiant,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BNIB Lasko Ceramic Tower Heater, Black, 751320, with remote",64.99, ,"['I giving it 4 stars because when I started it for the first time.. It gave weird smell for about an hour or so. After that it has been working excellent. Its very easy to setup. Nothing much needed, just plug and start. It comes with a remote control using which we can control the temperature and speed. When I was at graduate school, my friend used to have it for his room since that room used to be cold in our apartment. It used to work fine there, so I purchased for my room at my current apartment. ', ""I really haven't had to use it yet, for my apartment gets very warm because of the sun coming in on my windows which face west, but I did try it out and it is certainly easy to use."", 'This is an awesome heater for the price that I have paid.Pros:1. It can warm up the room quickly with different temperature setup2. It has the auto feature where it goes to sleep mode when the temperature in room reaches the set value and restarts whenever it goes lower beyond the set value3. It can oscillate like a tower fan and distribute the heat across the room4. Its light weightCons:1. It has the remote but during night you cant see the temperature that we have set on this humidifier. Having a display in the remote or on the humidifier itself', ""This is the second one I've purchased. The heater itself is a good value, and the oscillating feature, and remote control are an added bonus. Used my first purchase in my camper (2 years and still going strong). This one's for our home's enclosed porch."", ""I think the heater works well, But when you have a power outage you have to reset it to keep area warm. The controls don't allow it to pick up where, hear left off trying to heat area.   So that make this heater, not reliable for keeping kids warm, pets,  plants.  In the areas I have lived would even help prevent frozen water lines.  I makes heater like this only good for you if, your attending it.  If this heat had manual controls it would be better. or had a program to reboot and maintain a pre-set temp,  by factory or,  by the user.  Myself I like a electric  heater that works  as lone as I have power.  And  starts back up after a power outage.  Have a great day."", ""This heater doesn't oscillate on all the temperatures. Only oscillates from 75 and up."", 'Got this heater for my camp trailer. Might as well use a candle for heat.  . It would be fine if it had a fan inside it. Cant use it will look for something else that blows the heat out . Very disappointed !', 'I wish I could set temperature between 65 and 70, otherwise very good heater', ""What can you say, they are quite, thermostat adjustable, put out a tremendous amount of heat for their size, timered, remote control and oscillates.With out question best heaters that are portable I've ever owned."", 'When my other heater died I ordered the Lasko heater because I know that Lasko products are well made and have a good reputation. I am enjoying the heater in my some what cool basement music room. The features are great. With temperature control and timer. I could not ask for anything better.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Electric,Black,,,,,Lasko,,,Tower Heater,,Forced Air/Fan,,Lasko 751320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro Kotatsu Cord Heater Code 3m Japan New,61.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Electric,NA,NA,NA,,NA,Metro Kotatsu,,NA,NA,NA,NA,100 V,NA,NA,NA,NA,,NA,NA,NA,,China,,,,,,Does not Apply,,NA,,,,NA,NA,,NA,,,,,,,NA,NA,,,,,,,NA,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Kw Electric Fan Heater Industrial Warehouse 3000w 230V Voltage Blow Heat ,47.99,63 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5017403036142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Ceramic Tower Space Heater - 1500W Electric Space Heater with Remote Control, ",63.28,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does Not Apply,,Black,Does Not Apply,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kitchen,SPACE_HEATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR. HEATER F273716 Pack of 6,63.61,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,089301737167,,,F273716,,,,MR. HEATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 5775 Ceramic Tower Heater,65.0, ,"['The tower was new ""opened box"" performs great.  I use it in our living room to supplementfurnace heat and save money.  The oscillation is a good  feature.', 'This  heater has some great features. Puts out an sufficient amount of heat for one room. Great buy! ', 'Fan is very fast at heating our bathroom.  Adjustable temperatures makes it nice.', 'I love my new Lasko Ceramic HeaterHeats the entire room quickly and quietly. I just bought another. I love this. ', 'This is such a cute heater and performs great. Love it in my kitchen, is just perfect.Loving it.', 'I had one of these for 10 years before it died. I looked for the same model seeing as the first one worked so well for so long. This one is just as good as the first one was. Hopefully it will last just as long.', 'Heats quickly, lightweight, and puts off a good amount of heat, love putting it in the bathroom before I shower!', 'Works well on my enclosed porch exactly as advertised. Especially like the oscillating fan.', ""Heats my son's approximately 500 square ft bedroom in a matter of minutes on the low setting. The high setting is almost too hot to run for long periods this thing works so good. Definitely a great buy for rooms with a draft or just looking to lower heat cost in the winter."", 'Gives out Great Heat and Is Temperature Controlled.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,0046013761798,Electric,"Silver, Gray, White, Black","LASKO5775, 378, 5775",,,,Lasko,,,Tower Heater,"Push Button, Digital",Convection,,5775,,6,1001-1500 W,,Ceramic,"Timer, Oscillation",2,,,,,,,,No,,,,,,,0,,,,,,,,,,Standard,,,,,,,,,,,,,4 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
